uri,prefLabel
http://metadata.un.org/thesaurus/1006788,Объединенная Республика Танзания
http://metadata.un.org/thesaurus/1006788,坦桑尼亚联合共和国
http://metadata.un.org/thesaurus/1006788,REPÚBLICA UNIDA DE TANZANÍA
http://metadata.un.org/thesaurus/1006788,RÉPUBLIQUE-UNIE DE TANZANIE
http://metadata.un.org/thesaurus/1006370,الطاوية
http://metadata.un.org/thesaurus/1006370,TAOISM
http://metadata.un.org/thesaurus/1006370,TAOISMO
http://metadata.un.org/thesaurus/1006370,TAOISME
http://metadata.un.org/thesaurus/1006370,Даосизм
http://metadata.un.org/thesaurus/1006370,道教
http://metadata.un.org/thesaurus/1006371,التبيوكة
http://metadata.un.org/thesaurus/1006371,TAPIOCA
http://metadata.un.org/thesaurus/1006371,TAPIOCA
http://metadata.un.org/thesaurus/1006371,TAPIOCA
http://metadata.un.org/thesaurus/1006371,Тапиока
http://metadata.un.org/thesaurus/1006371,木薯
http://metadata.un.org/thesaurus/1000846,المنيهوت
http://metadata.un.org/thesaurus/1000846,CASSAVA
http://metadata.un.org/thesaurus/1000846,YUCA
http://metadata.un.org/thesaurus/1000846,MANIOC
http://metadata.un.org/thesaurus/1000846,Кассава
http://metadata.un.org/thesaurus/1000846,参茨
http://metadata.un.org/thesaurus/1006384,جمع الضرائب
http://metadata.un.org/thesaurus/1006384,TAX COLLECTION
http://metadata.un.org/thesaurus/1006384,RECAUDACION DE IMPUESTOS
http://metadata.un.org/thesaurus/1006384,COLLECTE DES IMPOTS
http://metadata.un.org/thesaurus/1006384,Сбор налогов
http://metadata.un.org/thesaurus/1006384,收税
http://metadata.un.org/thesaurus/1006381,إدارة الضرائب
http://metadata.un.org/thesaurus/1006381,TAX ADMINISTRATION
http://metadata.un.org/thesaurus/1006381,ADMINISTRACION FISCAL
http://metadata.un.org/thesaurus/1006381,ADMINISTRATION FISCALE
http://metadata.un.org/thesaurus/1006381,Взимание налогов
http://metadata.un.org/thesaurus/1006381,税务管理
http://metadata.un.org/thesaurus/1006393,الإصلاحات الضريبية
http://metadata.un.org/thesaurus/1006393,TAX REFORM
http://metadata.un.org/thesaurus/1006393,REFORMA TRIBUTARIA
http://metadata.un.org/thesaurus/1006393,REFORME FISCALE
http://metadata.un.org/thesaurus/1006393,Налоговая реформа
http://metadata.un.org/thesaurus/1006393,税务改革
http://metadata.un.org/thesaurus/1006399,نظم الضرائب
http://metadata.un.org/thesaurus/1006399,TAX SYSTEMS
http://metadata.un.org/thesaurus/1006399,SISTEMAS TRIBUTARIOS
http://metadata.un.org/thesaurus/1006399,SYSTEMES FISCAUX
http://metadata.un.org/thesaurus/1006399,Налоговые системы
http://metadata.un.org/thesaurus/1006399,税收制度
http://metadata.un.org/thesaurus/1006395,بحوث الضرائب
http://metadata.un.org/thesaurus/1006395,TAX RESEARCH
http://metadata.un.org/thesaurus/1006395,INVESTIGACION FISCAL
http://metadata.un.org/thesaurus/1006395,RECHERCHE FISCALE
http://metadata.un.org/thesaurus/1006395,Налоговые исследования
http://metadata.un.org/thesaurus/1006395,税务研究
http://metadata.un.org/thesaurus/1002338,البحوث المالية
http://metadata.un.org/thesaurus/1002338,FINANCIAL RESEARCH
http://metadata.un.org/thesaurus/1002338,INVESTIGACION FINANCIERA
http://metadata.un.org/thesaurus/1002338,RECHERCHE FINANCIERE
http://metadata.un.org/thesaurus/1002338,Финансовые исследования
http://metadata.un.org/thesaurus/1002338,金融研究
http://metadata.un.org/thesaurus/1006397,تقديرات إيرادات الضرائب
http://metadata.un.org/thesaurus/1006397,TAX REVENUE ESTIMATING
http://metadata.un.org/thesaurus/1006397,ESTIMACION DE LOS INGRESOS FISCALES
http://metadata.un.org/thesaurus/1006397,ESTIMATION DES RECETTES FISCALES
http://metadata.un.org/thesaurus/1006397,Расчет налоговых поступлений
http://metadata.un.org/thesaurus/1006397,税收估计
http://metadata.un.org/thesaurus/1006398,إيرادات الضرائب
http://metadata.un.org/thesaurus/1006398,TAX REVENUES
http://metadata.un.org/thesaurus/1006398,INGRESOS FISCALES
http://metadata.un.org/thesaurus/1006398,RECETTES FISCALES
http://metadata.un.org/thesaurus/1006398,Налоговые поступления
http://metadata.un.org/thesaurus/1006398,税收
http://metadata.un.org/thesaurus/1006400,معاهدات الضرائب
http://metadata.un.org/thesaurus/1006400,TAX TREATIES
http://metadata.un.org/thesaurus/1006400,ACUERDOS FISCALES
http://metadata.un.org/thesaurus/1006400,TRAITES FISCAUX
http://metadata.un.org/thesaurus/1006400,Договоры по вопросам налогообложения
http://metadata.un.org/thesaurus/1006400,税务条约
http://metadata.un.org/thesaurus/1006412,الجوانب التقنية
http://metadata.un.org/thesaurus/1006412,TECHNICAL ASPECTS
http://metadata.un.org/thesaurus/1006412,ASPECTOS TECNICOS
http://metadata.un.org/thesaurus/1006412,ASPECTS TECHNIQUES
http://metadata.un.org/thesaurus/1006412,Технические аспекты
http://metadata.un.org/thesaurus/1006412,技术方面
http://metadata.un.org/thesaurus/1006415,الرسوم التقنية
http://metadata.un.org/thesaurus/1006415,TECHNICAL DRAWINGS
http://metadata.un.org/thesaurus/1006415,DIBUJOS TECNICOS
http://metadata.un.org/thesaurus/1006415,DESSINS TECHNIQUES
http://metadata.un.org/thesaurus/1006415,Чертежи
http://metadata.un.org/thesaurus/1006415,技术图样
http://metadata.un.org/thesaurus/1006419,المصنفات الفنية
http://metadata.un.org/thesaurus/1006419,TECHNICAL LITERATURE
http://metadata.un.org/thesaurus/1006419,BIBLIOGRAFIA TECNICA
http://metadata.un.org/thesaurus/1006419,OUVRAGES TECHNIQUES
http://metadata.un.org/thesaurus/1006419,Техническая литература
http://metadata.un.org/thesaurus/1006419,技术文献
http://metadata.un.org/thesaurus/1006455,التوظيف المؤقت
http://metadata.un.org/thesaurus/1006455,TEMPORARY EMPLOYMENT
http://metadata.un.org/thesaurus/1006455,EMPLEO TEMPORAL
http://metadata.un.org/thesaurus/1006455,EMPLOI TEMPORAIRE
http://metadata.un.org/thesaurus/1006455,Временная занятость
http://metadata.un.org/thesaurus/1006455,临时就业
http://metadata.un.org/thesaurus/1002007,العمالة
http://metadata.un.org/thesaurus/1002007,EMPLOYMENT
http://metadata.un.org/thesaurus/1002007,EMPLEO
http://metadata.un.org/thesaurus/1002007,EMPLOI
http://metadata.un.org/thesaurus/1002007,Занятость
http://metadata.un.org/thesaurus/1002007,就业
http://metadata.un.org/thesaurus/1006461,نشرات علم المصطلحات
http://metadata.un.org/thesaurus/1006461,TERMINOLOGY BULLETINS
http://metadata.un.org/thesaurus/1006461,BOLETINES DE TERMINOLOGIA
http://metadata.un.org/thesaurus/1006461,BULLETINS DE TERMINOLOGIE
http://metadata.un.org/thesaurus/1006461,Терминологические бюллетени
http://metadata.un.org/thesaurus/1006461,名词汇辑
http://metadata.un.org/thesaurus/1006460,شؤون المصطلحات
http://metadata.un.org/thesaurus/1006460,TERMINOLOGY
http://metadata.un.org/thesaurus/1006460,TERMINOLOGIA
http://metadata.un.org/thesaurus/1006460,TERMINOLOGIE
http://metadata.un.org/thesaurus/1006460,Терминология
http://metadata.un.org/thesaurus/1006460,名词
http://metadata.un.org/thesaurus/1006474,الأقاليم الخاضعة للإدارة البرتغالية
http://metadata.un.org/thesaurus/1006474,TERRITORIES UNDER PORTUGUESE ADMINISTRATION
http://metadata.un.org/thesaurus/1006474,TERRITORIOS BAJO ADMINISTRACION PORTUGUESA
http://metadata.un.org/thesaurus/1006474,TERRITOIRES ADMINISTRES PAR LE PORTUGAL
http://metadata.un.org/thesaurus/1006474,Территории под португальским управлением
http://metadata.un.org/thesaurus/1006474,葡管领土
http://metadata.un.org/thesaurus/1006487,التايلانديون
http://metadata.un.org/thesaurus/1006487,THAIS
http://metadata.un.org/thesaurus/1006487,TAILANDESES
http://metadata.un.org/thesaurus/1006487,THAILANDAIS
http://metadata.un.org/thesaurus/1006487,Таиландцы
http://metadata.un.org/thesaurus/1006487,泰国人
http://metadata.un.org/thesaurus/1006486,تايلاند
http://metadata.un.org/thesaurus/1006486,THAILAND
http://metadata.un.org/thesaurus/1006486,TAILANDIA
http://metadata.un.org/thesaurus/1006486,THAILANDE
http://metadata.un.org/thesaurus/1006486,Таиланд
http://metadata.un.org/thesaurus/1006486,泰国
http://metadata.un.org/thesaurus/1006490,رسم الخرائط الموضوعية
http://metadata.un.org/thesaurus/1006490,THEMATIC MAPPING
http://metadata.un.org/thesaurus/1006490,CARTOGRAFIA TEMATICA
http://metadata.un.org/thesaurus/1006490,CARTOGRAPHIE THEMATIQUE
http://metadata.un.org/thesaurus/1006490,Тематическая картография
http://metadata.un.org/thesaurus/1006490,专题制图
http://metadata.un.org/thesaurus/1006502,لغة التونغا
http://metadata.un.org/thesaurus/1006502,THONGA LANGUAGE
http://metadata.un.org/thesaurus/1006502,LENGUA THONGA
http://metadata.un.org/thesaurus/1006502,LANGUE THONGA
http://metadata.un.org/thesaurus/1006502,Язык тонга
http://metadata.un.org/thesaurus/1006502,隆伽语
http://metadata.un.org/thesaurus/1006504,藏语
http://metadata.un.org/thesaurus/1006504,لغة التبت
http://metadata.un.org/thesaurus/1006504,TIBETAN LANGUAGE
http://metadata.un.org/thesaurus/1006504,LENGUA TIBETANA
http://metadata.un.org/thesaurus/1006504,LANGUE TIBETAINE
http://metadata.un.org/thesaurus/1006504,Тибетский язык
http://metadata.un.org/thesaurus/1006507,القراد
http://metadata.un.org/thesaurus/1006507,TICKS
http://metadata.un.org/thesaurus/1006507,GARRAPATAS
http://metadata.un.org/thesaurus/1006507,TIQUES
http://metadata.un.org/thesaurus/1006507,Клещи
http://metadata.un.org/thesaurus/1006507,壁虱
http://metadata.un.org/thesaurus/1005546,داء الريكتيسيات
http://metadata.un.org/thesaurus/1005546,RICKETTSIAL DISEASES
http://metadata.un.org/thesaurus/1005546,RICKETTSIOSAS
http://metadata.un.org/thesaurus/1005546,RICKETTSIOSES
http://metadata.un.org/thesaurus/1005546,Риккетсиозы
http://metadata.un.org/thesaurus/1005546,立克次氏体病
http://metadata.un.org/thesaurus/1006512,اللغة التيغرانية
http://metadata.un.org/thesaurus/1006512,TIGRINYA LANGUAGE
http://metadata.un.org/thesaurus/1006512,LENGUA TIGRIÑA
http://metadata.un.org/thesaurus/1006512,LANGUE TIGRIGNA
http://metadata.un.org/thesaurus/1006512,Язык тиграй
http://metadata.un.org/thesaurus/1006512,提格里尼亚语
http://metadata.un.org/thesaurus/1002132,لغة القبائل الإثيوبية
http://metadata.un.org/thesaurus/1002132,ETHIOPIC LANGUAGE
http://metadata.un.org/thesaurus/1002132,LENGUA ETIOPE
http://metadata.un.org/thesaurus/1002132,LANGUE ETHIOPIENNE
http://metadata.un.org/thesaurus/1002132,Геэз
http://metadata.un.org/thesaurus/1002132,埃塞俄比亚语
http://metadata.un.org/thesaurus/1006525,صفائح القصدير
http://metadata.un.org/thesaurus/1006525,TIN PLATE
http://metadata.un.org/thesaurus/1006525,HOJALATA
http://metadata.un.org/thesaurus/1006525,FER BLANC
http://metadata.un.org/thesaurus/1006525,Белая жесть
http://metadata.un.org/thesaurus/1006525,马口铁
http://metadata.un.org/thesaurus/1006523,صناعة القصدير
http://metadata.un.org/thesaurus/1006523,TIN INDUSTRY
http://metadata.un.org/thesaurus/1006523,INDUSTRIA DEL ESTAÑO
http://metadata.un.org/thesaurus/1006523,INDUSTRIE DE L'ETAIN
http://metadata.un.org/thesaurus/1006523,Оловянная промышленность
http://metadata.un.org/thesaurus/1006523,锡工业
http://metadata.un.org/thesaurus/1006530,التيتانيوم
http://metadata.un.org/thesaurus/1006530,TITANIUM
http://metadata.un.org/thesaurus/1006530,TITANIO
http://metadata.un.org/thesaurus/1006530,TITANE
http://metadata.un.org/thesaurus/1006530,Титан
http://metadata.un.org/thesaurus/1006530,钛
http://metadata.un.org/thesaurus/1006541,لوازم النظافة
http://metadata.un.org/thesaurus/1006541,TOILETRIES
http://metadata.un.org/thesaurus/1006541,PRODUCTOS DE TOCADOR
http://metadata.un.org/thesaurus/1006541,PRODUITS DE TOILETTE
http://metadata.un.org/thesaurus/1006541,Гигиено-косметические средства
http://metadata.un.org/thesaurus/1006541,化妆用品
http://metadata.un.org/thesaurus/1004805,العطور
http://metadata.un.org/thesaurus/1004805,PERFUMES
http://metadata.un.org/thesaurus/1004805,PERFUMES
http://metadata.un.org/thesaurus/1004805,PARFUMS
http://metadata.un.org/thesaurus/1004805,Духи
http://metadata.un.org/thesaurus/1004805,香水
http://metadata.un.org/thesaurus/1006547,الطماطم
http://metadata.un.org/thesaurus/1006547,TOMATOES
http://metadata.un.org/thesaurus/1006547,TOMATES
http://metadata.un.org/thesaurus/1006547,TOMATES
http://metadata.un.org/thesaurus/1006547,Томаты
http://metadata.un.org/thesaurus/1006547,番茄
http://metadata.un.org/thesaurus/1006549,التونغيون
http://metadata.un.org/thesaurus/1006549,TONGANS
http://metadata.un.org/thesaurus/1006549,TONGANOS
http://metadata.un.org/thesaurus/1006549,TONGANS
http://metadata.un.org/thesaurus/1006549,Тонганцы
http://metadata.un.org/thesaurus/1006549,汤加人
http://metadata.un.org/thesaurus/1006548,تونغا
http://metadata.un.org/thesaurus/1006548,TONGA
http://metadata.un.org/thesaurus/1006548,TONGA
http://metadata.un.org/thesaurus/1006548,TONGA
http://metadata.un.org/thesaurus/1006548,Тонга
http://metadata.un.org/thesaurus/1006548,汤加
http://metadata.un.org/thesaurus/1006550,لغة التونكاوا
http://metadata.un.org/thesaurus/1006550,TONKAWA LANGUAGE
http://metadata.un.org/thesaurus/1006550,LENGUA TONKAWA
http://metadata.un.org/thesaurus/1006550,LANGUE TONKAWA
http://metadata.un.org/thesaurus/1006550,Язык тонкава
http://metadata.un.org/thesaurus/1006550,通卡瓦语
http://metadata.un.org/thesaurus/1006573,صناعة اللعب
http://metadata.un.org/thesaurus/1006573,TOY INDUSTRY
http://metadata.un.org/thesaurus/1006573,INDUSTRIA DEL JUGUETE
http://metadata.un.org/thesaurus/1006573,INDUSTRIE DU JOUET
http://metadata.un.org/thesaurus/1006573,Игрушечная промышленность
http://metadata.un.org/thesaurus/1006573,玩具工业
http://metadata.un.org/thesaurus/1003747,الصناعات الخفيفة
http://metadata.un.org/thesaurus/1003747,LIGHT INDUSTRY
http://metadata.un.org/thesaurus/1003747,INDUSTRIA LIGERA
http://metadata.un.org/thesaurus/1003747,INDUSTRIE LEGERE
http://metadata.un.org/thesaurus/1003747,Легкая промышленность
http://metadata.un.org/thesaurus/1003747,轻工业
http://metadata.un.org/thesaurus/1006611,منع الحمل التقليدي
http://metadata.un.org/thesaurus/1006611,TRADITIONAL CONTRACEPTION
http://metadata.un.org/thesaurus/1006611,ANTICONCEPCION TRADICIONAL
http://metadata.un.org/thesaurus/1006611,CONTRACEPTION TRADITIONNELLE
http://metadata.un.org/thesaurus/1006611,Традиционная контрацепция
http://metadata.un.org/thesaurus/1006611,传统避孕方法
http://metadata.un.org/thesaurus/1001277,منع الحمل
http://metadata.un.org/thesaurus/1001277,CONTRACEPTION
http://metadata.un.org/thesaurus/1001277,ANTICONCEPCION
http://metadata.un.org/thesaurus/1001277,CONTRACEPTION
http://metadata.un.org/thesaurus/1001277,Контрацепция
http://metadata.un.org/thesaurus/1001277,避孕
http://metadata.un.org/thesaurus/1006640,النقحرة
http://metadata.un.org/thesaurus/1006640,TRANSLITERATION
http://metadata.un.org/thesaurus/1006640,TRANSLITERACION
http://metadata.un.org/thesaurus/1006640,TRANSLITTERATION
http://metadata.un.org/thesaurus/1006640,Транслитерация
http://metadata.un.org/thesaurus/1006640,音译
http://metadata.un.org/thesaurus/1006638,الترجمة
http://metadata.un.org/thesaurus/1006638,TRANSLATION
http://metadata.un.org/thesaurus/1006638,TRADUCCION
http://metadata.un.org/thesaurus/1006638,TRADUCTION
http://metadata.un.org/thesaurus/1006638,Письменный перевод
http://metadata.un.org/thesaurus/1006638,翻译
http://metadata.un.org/thesaurus/1006644,تدفق البيانات عبر البلد
http://metadata.un.org/thesaurus/1006644,TRANSNATIONAL DATA FLOW
http://metadata.un.org/thesaurus/1006644,TRANSMISION INTERNACIONAL DE DATOS
http://metadata.un.org/thesaurus/1006644,TRANSMISSION INTERNATIONALE DES DONNEES
http://metadata.un.org/thesaurus/1006644,Транснациональный поток данных
http://metadata.un.org/thesaurus/1006644,跨国界数据流
http://metadata.un.org/thesaurus/060600,الاتصالات السلكية واللاسلكية
http://metadata.un.org/thesaurus/060600,TELECOMMUNICATIONS
http://metadata.un.org/thesaurus/060600,TELECOMUNICACIONES
http://metadata.un.org/thesaurus/060600,TELECOMMUNICATIONS
http://metadata.un.org/thesaurus/060600,电信
http://metadata.un.org/thesaurus/060600,СВЯЗЬ
http://metadata.un.org/thesaurus/1001507,إرسال البيانات
http://metadata.un.org/thesaurus/1001507,DATA TRANSMISSION
http://metadata.un.org/thesaurus/1001507,TRANSMISION DE DATOS
http://metadata.un.org/thesaurus/1001507,TRANSMISSION DE DONNEES
http://metadata.un.org/thesaurus/1001507,Передача данных
http://metadata.un.org/thesaurus/1001507,数据输送
http://metadata.un.org/thesaurus/1006670,الأمراض العصبية الناجمة عن الحوادث
http://metadata.un.org/thesaurus/1006670,TRAUMATIC NEUROSES
http://metadata.un.org/thesaurus/1006670,NEUROSIS TRAUMATICAS
http://metadata.un.org/thesaurus/1006670,NEVROSES TRAUMATIQUES
http://metadata.un.org/thesaurus/1006670,Травматические неврозы
http://metadata.un.org/thesaurus/1006670,外伤性神经症
http://metadata.un.org/thesaurus/1004383,العصاب
http://metadata.un.org/thesaurus/1004383,NEUROSES
http://metadata.un.org/thesaurus/1004383,NEUROSIS
http://metadata.un.org/thesaurus/1004383,NEVROSES
http://metadata.un.org/thesaurus/1004383,Неврозы
http://metadata.un.org/thesaurus/1004383,神经机能病
http://metadata.un.org/thesaurus/1006694,تسجيل المعاهدات
http://metadata.un.org/thesaurus/1006694,TREATY REGISTRATION
http://metadata.un.org/thesaurus/1006694,REGISTRO DE TRATADOS
http://metadata.un.org/thesaurus/1006694,ENREGISTREMENT DE TRAITES
http://metadata.un.org/thesaurus/1006694,Регистрация договоров
http://metadata.un.org/thesaurus/1006694,条约的登记
http://metadata.un.org/thesaurus/1006698,الثناءات
http://metadata.un.org/thesaurus/1006698,TRIBUTES
http://metadata.un.org/thesaurus/1006698,HOMENAJE
http://metadata.un.org/thesaurus/1006698,HOMMAGE
http://metadata.un.org/thesaurus/1006698,Дань уважения
http://metadata.un.org/thesaurus/1006698,赞辞
http://metadata.un.org/thesaurus/1002305,التكريم
http://metadata.un.org/thesaurus/1002305,FESTSCHRIFTEN
http://metadata.un.org/thesaurus/1002305,VOLUMENES CONMEMORATIVOS
http://metadata.un.org/thesaurus/1002305,MELANGES LITTERAIRES
http://metadata.un.org/thesaurus/1002305,Юбилейные сборники
http://metadata.un.org/thesaurus/1002305,纪念文集
http://metadata.un.org/thesaurus/1006699,الري بالتقطير
http://metadata.un.org/thesaurus/1006699,TRICKLE IRRIGATION
http://metadata.un.org/thesaurus/1006699,RIEGO POR GOTEO
http://metadata.un.org/thesaurus/1006699,IRRIGATION GOUTTE A GOUTTE
http://metadata.un.org/thesaurus/1006699,Капельное орошение
http://metadata.un.org/thesaurus/1006699,滴溉
http://metadata.un.org/thesaurus/1003417,الري
http://metadata.un.org/thesaurus/1003417,IRRIGATION
http://metadata.un.org/thesaurus/1003417,RIEGO
http://metadata.un.org/thesaurus/1003417,IRRIGATION
http://metadata.un.org/thesaurus/1003417,Орошение
http://metadata.un.org/thesaurus/1003417,灌溉
http://metadata.un.org/thesaurus/1006702,ترينداد وتوباغو
http://metadata.un.org/thesaurus/1006702,TRINIDAD AND TOBAGO
http://metadata.un.org/thesaurus/1006702,TRINIDAD Y TABAGO
http://metadata.un.org/thesaurus/1006702,Тринидад и Тобаго
http://metadata.un.org/thesaurus/1006702,特立尼达和多巴哥
http://metadata.un.org/thesaurus/1006702,TRINITÉ-ET-TOBAGO
http://metadata.un.org/thesaurus/1006703,القمح المهجن
http://metadata.un.org/thesaurus/1006703,TRITICALES
http://metadata.un.org/thesaurus/1006703,TRITICALES
http://metadata.un.org/thesaurus/1006703,TRITICALE
http://metadata.un.org/thesaurus/1006703,Тритикале
http://metadata.un.org/thesaurus/1006703,黑小麦
http://metadata.un.org/thesaurus/1006720,الكمأة
http://metadata.un.org/thesaurus/1006720,TRUFFLES
http://metadata.un.org/thesaurus/1006720,TRUFA (HONGO)
http://metadata.un.org/thesaurus/1006720,TRUFFES
http://metadata.un.org/thesaurus/1006720,Трюфели
http://metadata.un.org/thesaurus/1006720,块菌
http://metadata.un.org/thesaurus/1002570,FUNGI
http://metadata.un.org/thesaurus/1002570,HONGOS
http://metadata.un.org/thesaurus/1002570,CHAMPIGNONS
http://metadata.un.org/thesaurus/1002570,Грибы
http://metadata.un.org/thesaurus/1002570,真菌
http://metadata.un.org/thesaurus/1002570,الفطريات
http://metadata.un.org/thesaurus/1006721,اللغة التروكية
http://metadata.un.org/thesaurus/1006721,TRUK LANGUAGE
http://metadata.un.org/thesaurus/1006721,LENGUA TRUK
http://metadata.un.org/thesaurus/1006721,LANGUE TRUK
http://metadata.un.org/thesaurus/1006721,Язык трук
http://metadata.un.org/thesaurus/1006721,特鲁克语
http://metadata.un.org/thesaurus/1006734,مصايد أسماك التونه
http://metadata.un.org/thesaurus/1006734,TUNA FISHERIES
http://metadata.un.org/thesaurus/1006734,PESQUERIAS DE ATUN
http://metadata.un.org/thesaurus/1006734,PECHES AU THON
http://metadata.un.org/thesaurus/1006734,Тунцовый промысел
http://metadata.un.org/thesaurus/1006734,金枪鱼业
http://metadata.un.org/thesaurus/1006747,التركمانيون
http://metadata.un.org/thesaurus/1006747,TURKMENS
http://metadata.un.org/thesaurus/1006747,TURCOMANOS
http://metadata.un.org/thesaurus/1006747,TURKMENES
http://metadata.un.org/thesaurus/1006747,Туркмены
http://metadata.un.org/thesaurus/1006747,土库曼斯坦人
http://metadata.un.org/thesaurus/1006746,تركمانستان
http://metadata.un.org/thesaurus/1006746,TURKMENISTAN
http://metadata.un.org/thesaurus/1006746,Туркменистан
http://metadata.un.org/thesaurus/1006746,土库曼斯坦
http://metadata.un.org/thesaurus/1006746,TURKMENISTÁN
http://metadata.un.org/thesaurus/1006746,TURKMÉNISTAN
http://metadata.un.org/thesaurus/1006748,الأتراك
http://metadata.un.org/thesaurus/1006748,TURKS
http://metadata.un.org/thesaurus/1006748,TURCOS
http://metadata.un.org/thesaurus/1006748,TURCS
http://metadata.un.org/thesaurus/1006748,Турки
http://metadata.un.org/thesaurus/1006748,土耳其人
http://metadata.un.org/thesaurus/1006742,تركيا
http://metadata.un.org/thesaurus/1006742,Турция
http://metadata.un.org/thesaurus/1006742,土耳其
http://metadata.un.org/thesaurus/1006742,TÜRKİYE
http://metadata.un.org/thesaurus/1006742,TÜRKİYE
http://metadata.un.org/thesaurus/1006742,TÜRKİYE
http://metadata.un.org/thesaurus/1006751,الكركم
http://metadata.un.org/thesaurus/1006751,TURMERIC
http://metadata.un.org/thesaurus/1006751,CURCUMA
http://metadata.un.org/thesaurus/1006751,CURCUMA
http://metadata.un.org/thesaurus/1006751,Турмерик
http://metadata.un.org/thesaurus/1006751,姜黄
http://metadata.un.org/thesaurus/1006763,اللغة الأوكرانية
http://metadata.un.org/thesaurus/1006763,UKRAINIAN LANGUAGE
http://metadata.un.org/thesaurus/1006763,LENGUA UCRANIA
http://metadata.un.org/thesaurus/1006763,LANGUE UKRAINIENNE
http://metadata.un.org/thesaurus/1006763,Украинский язык
http://metadata.un.org/thesaurus/1006763,乌克兰语
http://metadata.un.org/thesaurus/1006766,علم فلك الأشعة فوق البنفسجية
http://metadata.un.org/thesaurus/1006766,ULTRAVIOLET ASTRONOMY
http://metadata.un.org/thesaurus/1006766,ASTRONOMIA ULTRAVIOLETA
http://metadata.un.org/thesaurus/1006766,ASTRONOMIE ULTRAVIOLETTE
http://metadata.un.org/thesaurus/1006766,Ультрафиолетовая астрономия
http://metadata.un.org/thesaurus/1006766,紫外天文学
http://metadata.un.org/thesaurus/1000432,علم الفلك
http://metadata.un.org/thesaurus/1000432,ASTRONOMY
http://metadata.un.org/thesaurus/1000432,ASTRONOMIA
http://metadata.un.org/thesaurus/1000432,ASTRONOMIE
http://metadata.un.org/thesaurus/1000432,Астрономия
http://metadata.un.org/thesaurus/1000432,天文学
http://metadata.un.org/thesaurus/1006768,لغة الأومبوندو
http://metadata.un.org/thesaurus/1006768,UMBUNDU LANGUAGE
http://metadata.un.org/thesaurus/1006768,LENGUA UMBUNDU
http://metadata.un.org/thesaurus/1006768,LANGUE UMBUNDU
http://metadata.un.org/thesaurus/1006768,Язык бунду
http://metadata.un.org/thesaurus/1006768,翁本杜语
http://metadata.un.org/thesaurus/1006780,الأفعال الانفرادية لدولة أو لدول
http://metadata.un.org/thesaurus/1006780,UNILATERAL ACTS OF STATES
http://metadata.un.org/thesaurus/1006780,ACTOS UNILATERALES DEL ESTADO
http://metadata.un.org/thesaurus/1006780,ACTE UNILATERAL
http://metadata.un.org/thesaurus/1006780,Односторонние акты государств
http://metadata.un.org/thesaurus/1006780,国家单方面行为
http://metadata.un.org/thesaurus/1005389,الاعتراف (القانون الدولي)
http://metadata.un.org/thesaurus/1005389,RECOGNITION (INTERNATIONAL LAW)
http://metadata.un.org/thesaurus/1005389,RECONOCIMIENTO (DERECHO INTERNACIONAL)
http://metadata.un.org/thesaurus/1005389,RECONNAISSANCE (DROIT INTERNATIONAL)
http://metadata.un.org/thesaurus/1005389,Признание (в международном праве)
http://metadata.un.org/thesaurus/1005389,承认
http://metadata.un.org/thesaurus/1006782,نزع السلاح الانفرادي
http://metadata.un.org/thesaurus/1006782,UNILATERAL DISARMAMENT
http://metadata.un.org/thesaurus/1006782,DESARME UNILATERAL
http://metadata.un.org/thesaurus/1006782,DESARMEMENT UNILATERAL
http://metadata.un.org/thesaurus/1006782,Одностороннее разоружение
http://metadata.un.org/thesaurus/1006782,单方面裁军
http://metadata.un.org/thesaurus/1001685,نزع السلاح
http://metadata.un.org/thesaurus/1001685,DISARMAMENT
http://metadata.un.org/thesaurus/1001685,DESARME
http://metadata.un.org/thesaurus/1001685,DESARMEMENT
http://metadata.un.org/thesaurus/1001685,Разоружение
http://metadata.un.org/thesaurus/1001685,裁军
http://metadata.un.org/thesaurus/1006793,اللغة العالمية
http://metadata.un.org/thesaurus/1006793,UNIVERSAL LANGUAGE
http://metadata.un.org/thesaurus/1006793,IDIOMA UNIVERSAL
http://metadata.un.org/thesaurus/1006793,LANGUE UNIVERSELLE
http://metadata.un.org/thesaurus/1006793,Универсальный язык
http://metadata.un.org/thesaurus/1006793,世界通用语
http://metadata.un.org/thesaurus/1006830,اللغة الأوردية
http://metadata.un.org/thesaurus/1006830,URDU LANGUAGE
http://metadata.un.org/thesaurus/1006830,LENGUA URDU
http://metadata.un.org/thesaurus/1006830,LANGUE OURDOU
http://metadata.un.org/thesaurus/1006830,Язык урду
http://metadata.un.org/thesaurus/1006830,乌尔都语
http://metadata.un.org/thesaurus/1006833,الأوروغواييون
http://metadata.un.org/thesaurus/1006833,URUGUAYANS
http://metadata.un.org/thesaurus/1006833,URUGUAYOS
http://metadata.un.org/thesaurus/1006833,URUGUAYENS
http://metadata.un.org/thesaurus/1006833,Уругвайцы
http://metadata.un.org/thesaurus/1006833,乌拉圭人
http://metadata.un.org/thesaurus/1006832,أوروغواي
http://metadata.un.org/thesaurus/1006832,URUGUAY
http://metadata.un.org/thesaurus/1006832,URUGUAY
http://metadata.un.org/thesaurus/1006832,URUGUAY
http://metadata.un.org/thesaurus/1006832,Уругвай
http://metadata.un.org/thesaurus/1006832,乌拉圭
http://metadata.un.org/thesaurus/1006839,المذهب النفعي
