id,en,ar,es,fr,ru,zh
1006992,WEST AFRICA,غرب أفريقيا,AFRICA OCCIDENTAL,AFRIQUE DE L'OUEST,Западная Африка,西非
1000736,BURKINA FASO,بوركينا فاصو,BURKINA FASO,BURKINA FASO,Буркина-Фасо,布基纳法索
1001339,CÔTE D'IVOIRE,كوت ديفوار,CÔTE D'IVOIRE,CÔTE D'IVOIRE,Кот-д'Ивуар,科特迪瓦
1006997,WESTERN SAHARA,الصحراء الغربية,SAHARA OCCIDENTAL,SAHARA OCCIDENTAL,Западная Сахара,西撒哈拉
1004411,NIGER,النيجر,NÍGER,NIGER,Нигер,尼日尔
1003856,MALI,مالي,MALÍ,MALI,Мали,马里
1003846,MALAWI,ملاوي,MALAWI,MALAWI,Малави,马拉维
1004472,NORTHEAST AFRICA,القرن الأفريقي,AFRICA NORORIENTAL,AFRIQUE DU NORD-EST,Северо-Восточная Африка,东北非
1006274,SUDANO-SAHELIAN REGION,المناطق السودانية - الساحلية,REGION SUDANOSAHELIANA,REGION SOUDANO-SAHELIENNE,Судано-Сахелианский регион,苏丹 - 萨赫勒区域
1000233,ALGERIA,الجزائر,ARGELIA,ALGÉRIE,Алжир,阿尔及利亚
1006271,SUDAN,السودان,SUDÁN,SOUDAN,Судан,苏丹
1000100,AFRICA SOUTH OF SAHARA,أفريقيا جنوب الصحراء الكبرى,AFRICA AL SUR DEL SAHARA,AFRIQUE AU SUD DU SAHARA,Африка южнее Сахары,撒哈拉以南非洲
1005815,SENEGAL,السنغال,SENEGAL,SÉNÉGAL,Сенегал,塞内加尔
1003735,LIBYA,ليبيا,LIBIA,LIBYE,Ливия,利比亚
1006325,ESWATINI,إسواتيني,ESWATINI,ESWATINI,ЭСВАТИНИ,斯威士兰
1006050,SOMALILAND UNDER ITALIAN ADMINISTRATION,صوماليلاند الخاضعة للإدارة الإيطالية,SOMALIA BAJO ADMINISTRACION ITALIANA,SOMALIE SOUS ADMINISTRATION ITALIENNE,Сомалиленд под итальянским управлением,意管索马里兰
1000737,BURUNDI,بوروندي,BURUNDI,BURUNDI,Бурунди,布隆迪
1002537,FRENCH-SPEAKING AFRICA,البلدان الأفريقية الناطقة بالفرنسية,AFRICA FRANCOFONA,AFRIQUE FRANCOPHONE,Франкоязычная Африка,非洲法语国家
1004412,NIGERIA,نيجيريا,NIGERIA,NIGÉRIA,Нигерия,尼日利亚
1002792,GUINEA,غينيا,GUINEA,GUINÉE,Гвинея,几内亚
1000785,CAMEROON,الكاميرون,CAMERÚN,CAMEROUN,Камерун,喀麦隆
1002994,HUMANITARIAN INTERVENTION,التدخل الإنساني,INTERVENCION HUMANITARIA,INTERVENTION HUMANITAIRE,Гуманитарная интервенция,人道主义干预
1002992,HUMANITARIAN ASSISTANCE,المساعدة الإنسانية,ASISTENCIA HUMANITARIA,ASSISTANCE HUMANITAIRE,Гуманитарная помощь,人道主义援助
1005212,PROTECTIVE MARKINGS,علامات الحماية,SEÑALES DE PROTECCION,SIGNALISATION DE PROTECTION,Защитные обозначения,保护性标志
1005767,SEARCH AND RESCUE OPERATIONS,عمليات البحث والإنقاذ,OPERACIONES DE BUSQUEDA Y RESCATE,OPERATIONS DE RECHERCHE ET DE SAUVETAGE,Поисково-спасательные операции,搜寻和援救活动
1007005,WHITE HELMETS,الخوذ البيضاء,CASCOS BLANCOS,CASQUES BLANCS,Белые каски,白盔[人员
1003332,INTERNATIONAL RELIEF,الإغاثة الدولية,SOCORRO INTERNACIONAL,SECOURS INTERNATIONAL,Международная помощь,国际援助
1002993,HUMANITARIAN EMERGENCIES,حالات الطوارئ الإنسانية,SITUACIONES DE EMERGENCIA HUMANITARIA,SITUATIONS D'URGENCE HUMANITAIRE,Чрезвычайные гуманитарные ситуации,人道主义紧急情况
1000320,ANTISEMITISM,اللاسامية,ANTISEMITISMO,ANTISEMITISME,Антисемитизм,反犹太主义
1001698,DISCRIMINATION BASED ON WORK AND DESCENT,التمييز على أساس العمل والنسب,DISCRIMINACION BASADA EN EL TRABAJO Y LA ETNIA,DISCRIMINATION BASEE SUR LE TRAVAIL ET LES ORIGINES,Дискриминация по роду занятий и родовому происхождению,基于工作和出身的歧视
1000093,AFFIRMATIVE ACTION PROGRAMMES,برامج العمل الإيجابي,PROCESO AFIRMATIVO,PROGRAMMES D'ACTION POSITIVE,Программы позитивных действий,扶持行动方案
1005311,RACIAL PROFILING,التنميط العنصري,CONTROL POLICIAL SELECTIVO EN FUNCION DE LA RAZA,PROFILAGE RACIAL,Расовое профилирование,种族定性
1000976,CHRISTIANOPHOBIA,كراهية المسيحية,CRISTIANOFOBIA,CHRISTIANOPHOBIE,Христианофобия,仇视基督教
1005794,SEGREGATION,العزل,SEGREGACION,SEGREGATION,Сегрегация,隔离
1002773,GROUP HATRED,البغض الجمعي,ODIO COLECTIVO,HAINE COLLECTIVE,Коллективная ненависть,集体仇恨
1007092,XENOPHOBIA,كره الأجانب,XENOFOBIA,XENOPHOBIE,Ксенофобия,仇外心理
1003432,ISLAMOPHOBIA,كراهية الإسلام,ISLAMOFOBIA,ISLAMOPHOBIE,Исламофобия,仇视伊斯兰教
1000318,ANTI-DISCRIMINATION MEASURES,تدابير مكافحة التمييز,MEDIDAS ANTI-DISCRIMINACION,MESURES ANTI-DISCRIMINATOIRES,Борьба с расизмом,反对歧视措施
1002611,GENDER DISCRIMINATION,التمييز على أساس الجنس,DISCRIMINACION BASADA EN EL GENERO,DISCRIMINATION FONDEE SUR LE SEXE,Дискриминация по признаку пола,性别歧视
1005850,SEXUAL HARASSMENT,المضايقة الجنسية,ACOSO SEXUAL,HARCELEMENT SEXUEL,Сексуальные домогательства,性骚扰
1000111,AGE DISCRIMINATION,التمييز على أساس السن,DISCRIMINACION POR EDAD,DISCRIMINATION FONDEE SUR L'AGE,Дискриминация по возрастному признаку,年龄歧视
1002009,EMPLOYMENT DISCRIMINATION,التمييز في العمالة,DISCRIMINACION EN EL EMPLEO,DISCRIMINATION DANS L'EMPLOI,Дискриминация при трудоустройстве,就业歧视
1002100,EQUAL OPPORTUNITY,تكافؤ الفرص,IGUALDAD DE OPORTUNIDADES,EGALITE DES CHANCES,Равенство возможностей,平等机会
1002612,GENDER EQUALITY,المساواة بين الجنسين,IGUALDAD DE GENERO,EGALITE ENTRE LES SEXES,Равенство полов,两性平等
1005310,RACIAL DISCRIMINATION,التمييز العنصري,DISCRIMINACION RACIAL,DISCRIMINATION RACIALE,Расовая дискриминация,种族歧视
1001697,DISCRIMINATION,التمييز,DISCRIMINACION,DISCRIMINATION,Дискриминация,歧视
c_64e2eb29,HARASSMENT,التحرش,ACOSO,HARCÈLEMENT,домогательство,骚扰
1000345,APPOINTMENT OF OFFICIALS,تعيين كبار الموظفين,NOMBRAMIENTO DE ALTOS FUNCIONARIOS,NOMINATION DES HAUTS FONCTIONNAIRES,Назначение официальных лиц,任命高级官员
1004034,MEMBERS,الأعضاء,MIEMBROS,MEMBRES,Члены,成员
1006125,SPECIAL RAPPORTEURS,المقررون الخاصون,RELATORES ESPECIALES,RAPPORTEURS SPECIAUX,Специальные докладчики,特别报告员
1007068,WORK ORGANIZATION,تنظيم العمل,ORGANIZACION DEL TRABAJO,ORGANISATION DU TRAVAIL,Организация работы,工作安排
1004586,OFFICERS,الضباط,MESA,BUREAU,Должностные лица,干事
1001257,CONSULTATIVE STATUS,المركز الاستشاري,CONDICION DE ENTIDAD CONSULTIVA,STATUT CONSULTATIF,Консультативный статус,咨商地位
1002846,HEARINGS,الجلسات,AUDIENCIAS,AUDITIONS,Слушания,听证会
1001938,ELECTION OF MEMBERS,انتخاب الأعضاء,ELECCION DE MIEMBROS,ELECTION DES MEMBRES,Выборы членов,选举成员
1000343,APPOINTMENT OF MEMBERS,تعيين الأعضاء,NOMBRAMIENTO DE MIEMBROS,NOMINATION DES MEMBRES,Назначение членов,任命成员
1002619,GENERAL DEBATE,المناقشة العامة,DEBATE GENERAL,DEBAT GENERAL,Общие прения,一般性辩论
1004744,PARTICIPANTS,المشاركون,PARTICIPANTES,PARTICIPANTS,Участники,参与者
1001939,ELECTION OF OFFICERS,انتخاب الموظفين,ELECCION DE LA MESA,ELECTION DU BUREAU,Выборы должностных лиц,选举主席团成员
1000774,CALENDAR OF MEETINGS,تقويم الاجتماعات,CALENDARIO DE REUNIONES,CALENDRIER DES REUNIONS,Расписание совещаний,会议日历
1000344,APPOINTMENT OF OFFICERS,تعيين أعضاء المكتب,DESIGNACION DE LA MESA,DESIGNATION DU BUREAU,Назначение должностных лиц,指定官员
1001218,CONFERENCE FACILITIES,تسهيلات المؤتمرات,INSTALACIONES DE CONFERENCIAS,INSTALLATIONS DE CONFERENCE,Техническое оснащение конференций,会议设施
1001219,CONFERENCES,المؤتمرات,CONFERENCIAS,CONFERENCES,Конференции,大会
1004548,OBSERVER STATUS,صفة المراقب,CONDICION DE OBSERVADOR,STATUT D'OBSERVATEUR,Статус наблюдателя,观察员地位
1006698,TRIBUTES,الثناءات,HOMENAJE,HOMMAGE,Дань уважения,赞辞
1001217,CONFERENCE AND MEETING SERVICES,خدمات المؤتمرات والاجتماعات,SERVICIOS DE CONFERENCIAS Y REUNIONES,SERVICES DES CONFERENCES ET DES SEANCES,Обслуживание конференций и заседаний,会议事务
1005622,RULES OF PROCEDURE,القواعد الإجرائية,REGLAMENTO (CONFERENCIAS),REGLEMENT INTERIEUR,Правила процедуры,议事规则
1000593,BIKINIANS,البيكينيون,BIKINIANOS,BIKINIENS,Бикинийцы,比基尼人
1000670,BOSNIACS,البوسنيون المسلمون,BOSNIACOS,BOSNIAQUES,Босанцы,波什尼亚克族
1004094,MICRONESIANS,الميكرونيزيون,MICRONESIOS,MICRONESIENS,Микронезийцы,密克罗尼西亚人
1000576,BERBERS,البربر,BEREBERES,BERBERES,Берберы,柏柏尔人
1006363,TAMILS,التاميل,TAMILES,TAMOULS,Тамилы,泰米尔人
1000177,AHMADIYAHS,الأحمدي,AHMADIYAS,AHMADIYYAS,Ахмадие,阿赫默底亚教派
1002141,EURASIANS,الأوروبيون من أصل آسيوي,EURASIATICOS,EURASIENS,Евразийцы,欧亚混血种人
1004797,PEOPLE OF AFRICAN DESCENT,المنحدرون من اصل افريقي,AFRODESCENDIENTES,PERSONNES D'ASCENDANCE AFRICAINE,Лица африканского происхождения,黑人
1003459,JEWS,اليهود,JUDIOS,JUIFS,Евреи,犹太人
1001789,DRUZES,الدروز,DRUSOS,DRUZES,Друзы,德鲁兹教派
1000556,BEDOUINS,البدو,BEDUINOS,BEDOUINS,Бедуины,贝都因人
1003509,KANAKS,الكاناك,CANACOS,KANAKS,Канаки,卡纳克人
1002229,FALASHAS,اليهود الإثيوبيون,FALASHAS,FALASHAS,Фалаша,沙拉沙人
1000419,ASIANS,الآسيويون,ASIATICOS,ASIATIQUES,Азиаты,亚洲人
1005656,SAAMI,الساميون,SAAMIS,SAMES,Саами,萨米族人
1002153,EUROPEANS,الأوروبيون,EUROPEOS,EUROPEENS,Европейцы,欧洲人
1005896,SIKHS,السيخ,SIKHS,SIKHS,Сикхи,锡克教信徒
1000104,AFRICANS,الأفريقيون,AFRICANOS,AFRICAINS,Африканцы,非洲人
1006053,SORBS,الصوربيون,SORBOS,SORABES,Лужичане,文德人
1006294,SUNNIS,السُنة,SUNIES,SUNNITES,Сунниты,逊尼派
1004467,NORTH AFRICANS,من شمال أفريقيا,NORAFRICANOS,NORD-AFRICAINS,Североафриканцы,北非人
1005221,PROTESTANTS,البروتستانتيون,PROTESTANTES,PROTESTANTS,Протестанты,新教教徒
1006506,TIBETANS,التيبتيون,TIBETANOS,TIBETAINS,Тибетцы,西藏人
1003967,MASAI,الماساي,MASAI,MASAIS,Масаи,马塞人
1003894,MAORI,الماوريون,MAORIES,MAORIS,Маори,毛利人
1000106,AFRIKANERS,الأفريقان,AFRIKANERS,AFRIKANERS,Африканеры,南非人
1005603,ROMA,الغجر,ROMANIES,ROM,Цыгане,罗姆人
1006347,SYRIAC CHRISTIANS,المسيحيون السريان,CRISTIANOS SIRIACOS,CHRETIENS SYRIAQUES,Сирийские христиане,叙利亚基督教会
1003106,INDIGENOUS PEOPLES,الشعوب الأصلية,PUEBLOS INDIGENAS,PEUPLES AUTOCHTONES,Коренные народы,土著民族
1000453,AUSTRALIAN ABORIGINES,سكان أستراليا الأصليون,ABORIGENES AUSTRALIANOS,ABORIGENES D'AUSTRALIE,Австралийцы-аборигены,澳大利亚土著人
1005662,SAHRAWIS,سكان الصحراء,SAHARAUIS,SAHRAOUIS,Сахарцы,撒哈拉人
1003635,LATIN AMERICANS,الأمريكيون اللاتينيون,LATINOAMERICANOS,LATINO-AMERICAINS,Латиноамериканцы,拉丁美洲人
1000262,AMERINDIANS,الهنود الأميركيون,AMERINDIOS,AMERINDIENS,Коренные американцы,美洲印第安人
1000547,BASQUES,الباسكي,VASCOS,BASQUES,Баски,巴斯克人
1003410,IRISH TRAVELLERS,الرحُل الآيرلنديون,GITANOS IRLANDESES,NOMADES IRLANDAIS,Ирландские кочевники,爱尔兰无定居地者
1006379,TATARS,التتار,TARTAROS,TATARS,Татары,鞑靼人
1000414,ASIAN AMERICANS,الأمريكيون من أصل أسيوي,ESTADOUNIDENSES DE ORIGEN ASIATICO,AMERICAINS D'ORIGINE ASIATIQUE,Американцы азиатского происхождения,亚裔美国人
1006744,TURKISH CYPRIOT COMMUNITY,طائفة القبارصة الأتراك,COMUNIDAD TURCOCHIPRIOTA,COMMUNAUTE CHYPRIOTE TURQUE,Турко-кипрская община,土耳其族塞浦路斯社区
1006730,TUAREGS,الطوارق,TUAREG,TOUAREGS,Туареги,图阿雷格人
1000977,CHRISTIANS,المسيحيون,CRISTIANOS,CHRETIENS,Христиане,基督教徒
1004032,MELANESIANS,الميلانيزيون,MELANESIOS,MELANESIENS,Меланезийцы,美拉尼西亚人
1003511,KAREN,الكارن,KAREN,KAREN,Карены,克伦人
1002900,HMONG,الهمونغ (طائفة أو جماعة),HMONG,HMONG,Хмонги,苗族
1006743,TURKIC PEOPLES,الشعوب التركية,PUEBLOS TURCOS,PEUPLES TURCS,Тюркские народы,突厥人
1005274,PUERTO RICANS,البورتوريكيون,PUERTORRIQUEÑOS,PORTO-RICAINS,Пуэрториканцы,波多黎各人
1005918,SIWAI,السيوي,SIWAI,SIWAI,Сиваи,西乌艾人
1005285,PYGMIES,الأقزام,PIGMEOS,PYGMEES,Пигмеи,俾格米人
1004054,MESKHETIANS,المسختيون,MESJETIANOS,MESCHETIANS,Месхетинцы,梅斯赫特人
1000707,BUDDHISTS,البوذيون,BUDISTAS,BOUDDHISTES,Буддисты,佛教徒
1000427,ASSYRIANS,الآشوريون,ASIRIOS,ASSYRIENS,Ассирийцы,亚述人
1000908,CHECHENS,الشيشان,CHECHENOS,TCHÉTCHENES,Чеченцы,车臣人
1000359,ARABS,العرب,ARABES,ARABES,Арабы,阿拉伯人
1000488,BAHA'I COMMUNITY,الجالية البهائية,COMUNIDAD BAHA'I,COMMUNAUTE BAHA'IE,Бахаисты,巴哈教派
1005864,SHIITES,الشيعة,CHIITAS,CHIITES,Шииты,什叶派信徒
1002751,GREEK CYPRIOT COMMUNITY,مجتمع القبارصة اليونانيين,COMUNIDAD GRECOCHIPRIOTA,COMMUNAUTE CHYPRIOTE GRECQUE,Греко-кипрская община,希族塞人社区
1003371,INUIT,"شعوب ""إنويت""الأصلية",INUIT,INUIT,Инуиты,因纽特人
1003539,KURDS,الأكراد,CURDOS,KURDES,Курды,库尔德人
1004224,MONTAGNARDS,مونتانيارديون,MONTAGNARDS,MONTAGNARDS,Вьетнамские горные племена,蒙塔格纳德人
1004292,MUSLIMS,المسلمون,MUSULMANES,MUSULMANS,Мусульмане,穆斯林
1000859,CATHOLICS,الكاثوليك,CATOLICOS,CATHOLIQUES,Католики,天主教徒
1006386,TAX CREDITS,الاعتمادات الضريبية,CREDITOS TRIBUTARIOS,CREDITS D'IMPOT,Налоговые скидки,税款抵减
1000804,CAPITAL GAINS TAX,ضريبة الأرباح الرأسمالية,IMPUESTO DE PLUSVALIA,IMPOT SUR LA PLUS-VALUE,Налог на доходы от капитала,资本利得税
1006399,TAX SYSTEMS,نظم الضرائب,SISTEMAS TRIBUTARIOS,SYSTEMES FISCAUX,Налоговые системы,税收制度
1006849,VALUE ADDED TAX,ضريبة القيمة المضافة,IMPUESTO AL VALOR AGREGADO,TAXE A LA VALEUR AJOUTEE,Налог на добавленную стоимость,增值税
1006382,TAX AUDITING,تدقيق حسابات الضرائب,AUDITORIA FISCAL,VERIFICATION FISCALE,Налоговые проверки,税务审计
1003214,INHERITANCE AND TRANSFER TAX,ضريبة الميراث والأيلولة,IMPUESTO A LA HERENCIA Y TRANSFERENCIA DE BIENES,DROITS DE SUCCESSION ET DE MUTATION,Налог на наследование и дарение,遗产和转让税
1001752,DOUBLE TAXATION,الازدواج الضريبي,DOBLE TRIBUTACION,DOUBLE IMPOSITION,Двойное налогообложение,双重征税
1006388,TAX EVASION,التهرب من دفع الضريبة,EVASION TRIBUTARIA,FRAUDE FISCALE,Уклонение от налогов,逃税
1002167,EXCESS PROFITS TAX,ضريبة الأرباح الاستثنائية,IMPUESTO A LOS BENEFICIOS EXTRAORDINARIOS,IMPOT SUR LES SUPERBENEFICES,Налог на сверхприбыль,超额利润税
1006384,TAX COLLECTION,جمع الضرائب,RECAUDACION DE IMPUESTOS,COLLECTE DES IMPOTS,Сбор налогов,收税
1004453,NON-PROFIT CORPORATIONS,مؤسسات لا تبغي الربح,EMPRESAS SIN FINES DE LUCRO,SOCIETES A BUT NON LUCRATIF,Некоммерческие организации,非营利机构
1007026,WITHHOLDING TAX,الضريبة المحتبسة,IMPUESTO RETENIDO EN LA FUENTE,IMPOSITION A LA SOURCE,Налоговые удержания,预扣税款
1002183,EXPENDITURE TAX,ضريبة الإنفاق,IMPUESTO A LOS GASTOS,IMPOT SUR LES DEPENSES,Налог с расходов,消费税
1006381,TAX ADMINISTRATION,إدارة الضرائب,ADMINISTRACION FISCAL,ADMINISTRATION FISCALE,Взимание налогов,税务管理
1006400,TAX TREATIES,معاهدات الضرائب,ACUERDOS FISCALES,TRAITES FISCAUX,Договоры по вопросам налогообложения,税务条约
1006398,TAX REVENUES,إيرادات الضرائب,INGRESOS FISCALES,RECETTES FISCALES,Налоговые поступления,税收
1003795,LOCAL TAXATION,الضرائب المحلية,IMPUESTOS LOCALES,IMPOSITION LOCALE,Местное налогообложение,地方税
1003089,INCOME TAX,ضريبة الدخل,IMPUESTO A LA RENTA,IMPOT SUR LE REVENU,Подоходный налог,所得税
1006387,TAX DEDUCTIONS,التخفيضات الضريبية,DEDUCCIONES TRIBUTARIAS,DEDUCTIONS FISCALES,Налоговые вычеты,扣税额
1006392,TAX LAW,القوانين الضريبية,DERECHO TRIBUTARIO,DROIT FISCAL,Налоговое право,税法
1006380,TAX ACCOUNTING,محاسبة الضرائب,CONTABILIDAD FISCAL,COMPTABILITE FISCALE,Налоговая бухгалтерия,税务会计
1003386,INVESTMENT TAX CREDIT,الاعتماد الضريبي للاستثمار,CREDITO FISCAL A LAS INVERSIONES,AVOIR FISCAL SUR LES INVESTISSEMENTS,Инвестиционные налоговые скидки,投资税减免数
1005202,PROPERTY TAX,ضريبة الممتلكات,IMPUESTO A LA PROPIEDAD,IMPOT SUR LA PROPRIETE,Налог на имущество,财产税
1006401,TAXATION,النظام الضريبي,TRIBUTACION,FISCALITE,Налогообложение,课税
1006391,TAX INCENTIVES,الحوافز الضريبية,INCENTIVOS FISCALES,INCITATIONS FISCALES,Налоговые стимулы,税率奖励
1001584,DEPRECIATION ALLOWANCES,بدل استهلاك الأصول,RESERVAS DE AMORTIZACION,PROVISIONS POUR AMORTISSEMENT,Налоговые скидки на амортизацию,折旧备抵
1006395,TAX RESEARCH,بحوث الضرائب,INVESTIGACION FISCAL,RECHERCHE FISCALE,Налоговые исследования,税务研究
1003107,INDIRECT TAXATION,ضريبة غير مباشرة,TRIBUTACION INDIRECTA,IMPOSITION INDIRECTE,Косвенное налогообложение,间接税
1006390,TAX HAVENS,الملاذات الضريبية,PARAISOS FISCALES,PARADIS FISCAUX,Налоговые убежища,避税地
1005680,SALES TAX,ضريبة المبيعات,IMPUESTO A LAS VENTAS,IMPOT SUR LES VENTES,Налог с продаж,销售税
1005443,REGISTRATION TAX,ضريبة التسجيل,IMPUESTO DE INSCRIPCION,DROITS D'ENREGISTREMENT,Регистрационный налог,注册税
1005912,SINGLE TAX,الضريبة المفردة,IMPUESTO UNICO,IMPOT UNIQUE,Единый налог,单一税
1006389,TAX EXEMPTION,الإعفاء الضريبي,EXENCION TRIBUTARIA,EXONERATION FISCALE,Освобождение от налогов,免税
1003600,LAND TAX,ضريبة الأراضي,IMPUESTO A LA TIERRA,IMPOT FONCIER,Земельный налог,土地税
1006383,TAX AVOIDANCE,تجنب الضرائب,EVITACION TRIBUTARIA,EVASION FISCALE,Избежание налогов,避税
1000756,BUSINESS TAX,ضريبة الأعمال التجارية,IMPUESTO A LAS ACTIVIDADES COMERCIALES,IMPOT SUR LE CHIFFRE D'AFFAIRES,Налог на предпринимателя,营业税
1006396,TAX RETURNS,عائدات الضرائب,DECLARACIONES DE IMPUESTOS,DECLARATIONS DE REVENUS,Налоговые декларации,纳税申报
1002682,GIFTS,الهدايا,OBSEQUIOS,DONS,Дарение,礼品
1006385,TAX COURTS,محاكم الضرائب,TRIBUNALES FISCALES,TRIBUNAUX FISCAUX,Налоговые суды,税务法庭
1006393,TAX REFORM,الإصلاحات الضريبية,REFORMA TRIBUTARIA,REFORME FISCALE,Налоговая реформа,税务改革
1001321,CORPORATION TAX,ضريبة أرباح الشركات,IMPUESTO A LAS SOCIEDADES ANONIMAS,IMPOT SUR LES SOCIETES,Корпоративный налог,公司税
1004768,PAYROLL TAX,الضريبة على الرواتب,IMPUESTO A LOS SALARIOS,IMPOT SUR LES SALAIRES,Налог на заработную плату,工薪税
1005177,PROGRESSIVE TAXATION,الضرائب,TRIBUTACION PROGRESIVA,IMPOSITION PROGRESSIVE,Прогрессивное налогообложение,累进纳税
1005986,SOCIAL SECURITY CONTRIBUTIONS,اشتراكات الضمان الاجتماعي,CONTRIBUCIONES A LA SEGURIDAD SOCIAL,CONTRIBUTIONS A LA SECURITE SOCIALE,Взносы на социальное обеспечение,社会保障缴款
1006397,TAX REVENUE ESTIMATING,تقديرات إيرادات الضرائب,ESTIMACION DE LOS INGRESOS FISCALES,ESTIMATION DES RECETTES FISCALES,Расчет налоговых поступлений,税收估计
1007017,WINDBREAKS,مصد الريح,ROMPEVIENTOS,BRISE-VENT,Ветрозащитные полосы,防风林带
1004926,PLANT ECOLOGY,الأيكولوجيا النباتية,FITOECOLOGIA,PHYTOECOLOGIE,Экология растений,植物生态学
1003586,LAND DEGRADATION,تدهور التربة,DEGRADACION DE TIERRAS,DEVASTATION DES TERRES,Деградация земельных ресурсов,土地退化
1006266,SUBSURFACE SPACE,المجال الجوفي,ESPACIO SUBTERRANEO,ESPACE SOUTERRAIN,Подземные пространства,地下空间
1004892,PHOTOSYNTHESIS,التمثيل الضوئي,FOTOSINTESIS,PHOTOSYNTHESE,Фотосинтез,光合作用
1002552,FROZEN SOIL,التربة المتجمدة,SUELO HELADO,SOL GELE,Мерзлые почвы,冻土
1004932,PLANT RESOURCES,الموارد النباتية,RECURSOS VEGETALES,RESSOURCES VEGETALES,Растительные ресурсы,植物资源
1001594,DESERTIFICATION,التصحر,DESERTIFICACION,DESERTIFICATION,Опустынивание,荒漠化
1005698,SANDY SOIL,التربة الرملية,SUELO ARENOSO,SOL SABLEUX,Песчаные почвы,砂质土
1004931,PLANT PROTECTION,حماية النباتات,PROTECCION DE LAS PLANTAS,PROTECTION DES PLANTES,Защита растений,植物保护
1003591,LAND RECLAMATION,استصلاح الأراضي,RECUPERACION DE TIERRAS,MISE EN VALEUR DES TERRES,Мелиорация земель,土地改良
1003587,LAND ECONOMICS,اقتصاديات الأراضي,ECONOMIA DE LA TIERRA,ECONOMIE FONCIERE,Экономика землепользования,土地经济学
1002489,FOREST RESOURCES,موارد الغابات,RECURSOS FORESTALES,RESSOURCES FORESTIERES,Лесные ресурсы,森林资源
1006029,SOIL SURVEYS,مسح التربة,ESTUDIOS DE SUELOS,ETUDES PEDOLOGIQUES,Почвенная съемка,土壤调查
1002478,FOREST CONSERVATION,حفظ الغابات (الأحراج),PROTECCION FORESTAL,CONSERVATION DES FORETS,Охрана лесов,森林养护
1004326,NATIONAL PARKS AND RESERVES,المنتزهات والمحميات الوطنية,PARQUES Y RESERVAS NACIONALES,PARCS ET RESERVES NATIONAUX,Национальные парки и заповедники,国家公园和保留区
1006030,SOILS,التربة,SUELOS,SOLS,Почвы,土
1006027,SOIL RESOURCES,موارد التربة,RECURSOS DEL SUELO,RESSOURCES EN SOL,Почвенные ресурсы,土壤资源
1004340,NATURAL MONUMENTS,المعالم الطبيعية,MONUMENTOS NATURALES,MONUMENTS NATURELS,Памятники природы,天然遗迹
1006022,SOIL MANAGEMENT,إدارة التربة,ORDENAMIENTO DE SUELOS,GESTION DES SOLS,Почвенное хозяйство,土壤管理
1006713,TROPICAL PLANTS,النباتات المدارية,PLANTAS TROPICALES,PLANTES TROPICALES,Тропические растения,热带植物
1006018,SOIL CONSERVATION,حفظ التربة,CONSERVACION DE SUELOS,CONSERVATION DES SOLS,Охрана почв,土壤保护
1004738,PARKS,الحدائق,PARQUES,PARCS,Парки,公园
1006857,VEGETATION,نمو النباتات,VEGETACION,VEGETATION,Растительность,植被
1001572,DENITRIFICATION,نزع النيترات,DESNITRIFICACION,DENITRIFICATION,Денитрификация,脱硝作用
1003580,LAND,الأراضي,TIERRA,TERRE,Земля (слой),土地
1003582,LAND-USE CHANGE,تغير استخدام الأراضي,CAMBIO DE USO DE LA TIERRA,CHANGEMENT D'AFFECTATION DES TERRES,Изменения в землепользовании,土地利用的改变
1000242,ALKALINE SOIL,التربة القلوية,SUELO ALCALINO,SOL ALCALIN,Щелочные почвы,碱性土
1006020,SOIL FERTILITY,خصوبة التربة,FERTILIDAD DEL SUELO,FERTILITE DU SOL,Плодородие почвы,土壤肥力
1005371,RANGE MANAGEMENT,إدارة المراعي,ORDENAMIENTO DE LAS PASTURAS,AMENAGEMENT DES PARCOURS,Лугопастбищное хозяйство,牧场管理
1005681,SALINE SOIL,التربة المالحة,SUELO SALINO,TERRES SALEES,Засоленные почвы,盐土
1006021,SOIL IMPROVEMENT,تحسن التربة,MEJORAMIENTO DE SUELOS,AMELIORATION DES SOLS,Мелиорация,土壤改良
1004420,NITROGEN FIXATION,تثبيت النيتروجين,FIJACION DEL NITROGENO,FIXATION DE L'AZOTE,Азотфиксация,固氮
1006019,SOIL EROSION,تحات التربة,EROSION DEL SUELO,EROSION DU SOL,Почвенная эрозия,土壤腐蚀
1003599,LAND SUBSIDENCE,هبوط الأرض,SUBSIDENCIA DE LAS TIERRAS,AFFAISSEMENT DES TERRES,Просадка грунта,土地沉陷
1002396,FLORA,عالم النباتات,FLORA,FLORE,Флора,植物
1001586,DERELICT LAND,الأراضي المهجورة,TIERRAS ABANDONADAS,TERRES A L'ABANDON,Заброшенные земли,遗弃地
1003930,MARINE TECHNOLOGY,التكنولوجيا البحرية,TECNOLOGIA MARINA,TECHNOLOGIE MARINE,Морская техника,海洋技术
1003929,MARINE SURVEYS,الاستقصاءات البحرية,LEVANTAMIENTOS MARINOS,LEVES DE RESSOURCES MARINES,Морские съемки,海洋调查
1004573,OCEANOGRAPHIC EQUIPMENT,المعدات الأقيانوغرافية,EQUIPO OCEANOGRAFICO,MATERIEL OCEANOGRAPHIQUE,Океанографическое оборудование,海洋调查设备
